         3705887 function calls (3631411 primitive calls) in 20.624 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      150    0.000    0.000    0.000    0.000 inspect.py:684(getmodule)
       43    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
      671    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       20    0.000    0.000    0.000    0.000 mathtext.py:2856(subsuper)
      120    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
       30    0.000    0.000    0.000    0.000 transforms.py:409(_get_extents)
       30    0.000    0.000    0.000    0.000 _base.py:3055(get_ybound)
      602    0.000    0.000    0.000    0.000 backend_bases.py:1077(set_snap)
       45    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
      476    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      141    0.000    0.000    0.000    0.000 patches.py:490(set_hatch)
      622    0.000    0.000    0.000    0.000 backend_bases.py:1065(set_url)
       70    0.000    0.000    0.000    0.000 font_manager.py:1130(<listcomp>)
       10    0.000    0.000    0.000    0.000 core.py:2997(<listcomp>)
        1    0.000    0.000    0.000    0.000 lines.py:236(Line2D)
      239    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       20    0.000    0.000    0.000    0.000 _base.py:2266(<listcomp>)
      112    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       90    0.000    0.000    0.000    0.000 cm.py:365(changed)
       91    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
      672    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
      115    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
       40    0.000    0.000    0.000    0.000 mathtext.py:649(get_kern)
       20    0.000    0.000    0.000    0.000 _base.py:2289(<listcomp>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       34    0.000    0.000    0.000    0.000 posixpath.py:230(expanduser)
       20    0.000    0.000    0.000    0.000 core.py:242(_recursive_extremum_fill_value)
       19    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
        8    0.000    0.000    0.000    0.000 rcsetup.py:346(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
       25    0.000    0.000    0.000    0.000 scale.py:521(get_scale_names)
        2    0.000    0.000    0.000    0.000 posixpath.py:391(_joinrealpath)
       47    0.000    0.000    0.000    0.000 pyparsing.py:3131(__ilshift__)
      269    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
       72    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
      318    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:293(__init__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
     1733    0.000    0.000    0.000    0.000 inspect.py:2452(default)
       56    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
      233    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      334    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:142(__init__)
       40    0.000    0.000    0.000    0.000 patches.py:698(get_path)
      120    0.000    0.000    0.000    0.000 text.py:577(_update_clip_properties)
   122/95    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
       20    0.000    0.000    0.000    0.000 _base.py:2400(<listcomp>)
       20    0.000    0.000    0.000    0.000 figure.py:808(set_frameon)
      563    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      126    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.result_type}
      360    0.000    0.000    0.000    0.000 axis.py:1428(_update_axisinfo)
      230    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
     1191    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       10    0.000    0.000    0.000    0.000 text.py:1130(set_fontweight)
       47    0.000    0.000    0.000    0.000 pyparsing.py:3115(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:462(_find_new_)
      120    0.000    0.000    0.000    0.000 ticker.py:1514(closeto)
        4    0.000    0.000    0.000    0.000 tempfile.py:157(__next__)
      442    0.000    0.000    0.000    0.000 markers.py:286(get_snap_threshold)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       50    0.000    0.000    0.000    0.000 mathtext.py:1559(__init__)
      982    0.000    0.000    0.000    0.000 font_manager.py:784(get_size)
        1    0.000    0.000    0.000    0.000 figure.py:244(Figure)
      324    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 backend_qt5.py:257(get_width_height)
       20    0.000    0.000    0.000    0.000 transforms.py:339(_get_ymin)
      279    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      266    0.000    0.000    0.000    0.000 pyplot.py:2208(pad)
       80    0.000    0.000    0.000    0.000 numeric.py:2160(isscalar)
       34    0.000    0.000    0.000    0.000 backend_qt5.py:249(_dpi_ratio)
       20    0.000    0.000    0.000    0.000 backend_qt5.py:544(resize)
       10    0.000    0.000    0.000    0.000 text.py:1118(set_weight)
       10    0.000    0.000    0.000    0.000 core.py:1531(make_mask)
      344    0.000    0.000    0.000    0.000 colors.py:171(<genexpr>)
      462    0.000    0.000    0.000    0.000 text.py:808(get_color)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
       20    0.000    0.000    0.000    0.000 ticker.py:1385(__init__)
      462    0.000    0.000    0.000    0.000 text.py:630(get_wrap)
      278    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      280    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       80    0.000    0.000    0.000    0.000 _pylab_helpers.py:119(get_active)
      957    0.000    0.000    0.000    0.000 font_manager.py:1157(score_variant)
      374    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      140    0.000    0.000    0.000    0.000 figure.py:139(current_key_axes)
       80    0.000    0.000    0.000    0.000 figure.py:152(__call__)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
       40    0.000    0.000    0.000    0.000 collections.py:614(<listcomp>)
      281    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
       77    0.000    0.000    0.000    0.000 six.py:574(iterkeys)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
      957    0.000    0.000    0.000    0.000 font_manager.py:1204(score_size)
       10    0.000    0.000    0.000    0.000 _base.py:2467(set_frame_on)
       47    0.000    0.000    0.000    0.000 pyparsing.py:3118(__lshift__)
      256    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
      982    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      200    0.000    0.000    0.000    0.000 axis.py:300(<listcomp>)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
      140    0.000    0.000    0.000    0.000 numerictypes.py:660(issubclass_)
      156    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
      442    0.000    0.000    0.000    0.000 markers.py:280(get_alt_path)
       87    0.000    0.000    0.000    0.000 pyparsing.py:901(setName)
       20    0.000    0.000    0.000    0.000 _base.py:2292(<listcomp>)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1756(<genexpr>)
      228    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
       60    0.000    0.000    0.000    0.000 _base.py:2938(get_xscale)
       20    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_NormalAccessor)
      462    0.000    0.000    0.000    0.000 {built-in method math.cos}
        5    0.000    0.000    0.000    0.000 backend_bases.py:2324(mpl_connect)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2049(get_width_height)
      442    0.000    0.000    0.000    0.000 markers.py:239(get_joinstyle)
       10    0.000    0.000    0.000    0.000 _base.py:1317(set_adjustable)
       60    0.000    0.000    0.000    0.000 core.py:3639(filled)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
      100    0.000    0.000    0.000    0.000 ticker.py:1523(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2905(__init__)
       20    0.000    0.000    0.000    0.000 mathtext.py:2575(push_state)
      148    0.000    0.000    0.000    0.000 mathtext.py:71(get_unicode_index)
        6    0.000    0.000    0.000    0.000 patches.py:1801(<listcomp>)
       23    0.000    0.000    0.000    0.000 pyparsing.py:1703(__init__)
       25    0.000    0.000    0.000    0.000 rcsetup.py:305(__call__)
      215    0.000    0.000    0.000    0.000 types.py:135(__get__)
      442    0.000    0.000    0.000    0.000 markers.py:242(get_capstyle)
        1    0.000    0.000    0.000    0.000 legend.py:107(Legend)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
       60    0.000    0.000    0.000    0.000 gridspec.py:131(<listcomp>)
       24    0.000    0.000    0.000    0.000 rcsetup.py:55(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3221(__init__)
       11    0.000    0.000    0.000    0.000 function_base.py:4513(<listcomp>)
       10    0.000    0.000    0.000    0.000 core.py:253(minimum_fill_value)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
      115    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
       30    0.000    0.000    0.000    0.000 text.py:1012(set_horizontalalignment)
     1218    0.000    0.000    0.000    0.000 inspect.py:2456(annotation)
      268    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
       16    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
      195    0.000    0.000    0.000    0.000 pyparsing.py:1569(__str__)
       20    0.000    0.000    0.000    0.000 _axes.py:5171(<listcomp>)
      332    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(cb)
       80    0.000    0.000    0.000    0.000 linalg.py:198(_assertRankAtLeast2)
       30    0.000    0.000    0.000    0.000 gridspec.py:274(<listcomp>)
       10    0.000    0.000    0.000    0.000 posixpath.py:119(splitext)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
       55    0.000    0.000    0.000    0.000 weakref.py:431(__contains__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1959(Regex)
        2    0.000    0.000    0.000    0.000 transforms.py:381(_get_width)
       33    0.000    0.000    0.000    0.000 pyparsing.py:2843(__str__)
      170    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
      288    0.000    0.000    0.000    0.000 pyparsing.py:2407(<genexpr>)
      268    0.000    0.000    0.000    0.000 rcsetup.py:156(validate_float)
        9    0.000    0.000    0.000    0.000 extras.py:236(__init__)
       80    0.000    0.000    0.000    0.000 ticker.py:1425(__call__)
       41    0.000    0.000    0.000    0.000 transforms.py:327(_get_p1)
      343    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       21    0.000    0.000    0.000    0.000 posixpath.py:152(dirname)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2490(setResultsName)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
      115    0.000    0.000    0.000    0.000 enum.py:872(_power_of_two)
       20    0.000    0.000    0.000    0.000 figure.py:155(__contains__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
       10    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
      205    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 __init__.py:885(RcParams)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
       34    0.000    0.000    0.000    0.000 {built-in method devicePixelRatio}
       14    0.000    0.000    0.000    0.000 pyparsing.py:2999(__init__)
        1    0.000    0.000    0.000    0.000 re.py:179(search)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1694(__init__)
       54    0.000    0.000    0.000    0.000 patches.py:1838(<listcomp>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
       20    0.000    0.000    0.000    0.000 transforms.py:395(_get_size)
        9    0.000    0.000    0.000    0.000 extras.py:240(getdoc)
       15    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3169(copy)
      462    0.000    0.000    0.000    0.000 backend_bases.py:703(flipy)
      114    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(<listcomp>)
       39    0.000    0.000    0.000    0.000 inspect.py:458(unwrap)
        1    0.000    0.000    0.000    0.000 patches.py:1123(Arrow)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(create_module)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
       60    0.000    0.000    0.000    0.000 transforms.py:299(_get_y0)
       14    0.000    0.000    0.000    0.000 fromnumeric.py:1022(searchsorted)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
      148    0.000    0.000    0.000    0.000 pyparsing.py:371(__len__)
